,Name,User_name,Date,Content,Comments,Forward,Like,language,Restaurant
204,Meredith Deliso,@MeredithDeliso·2016年9月4日,2016-09-04,Four cheese.  #glutenfree @ Sottocasa Pizzeria - Boerum Hill https://instagram.com/p/BJ6oGqRB80r/,,,1,et,SottoCasa Pizzeria 
205,Noticias Nueva York,@usnuevayorknoti·2016年8月31日,2016-08-31,El Diario - #BuenosDíasNYC: La magia del futbolín - Hoy la pizzeria Sottocasa de Brooklyn (232 N 12th st) tiene... http://ow.ly/EoXM5041LCs,,,,es,SottoCasa Pizzeria 
206,harlemparktopark,@harlempark2park·2016年8月29日,2016-08-29,Sottocasa Pizzeria - Harlem http://fb.me/8qIpc2ZlZ,,,,it,SottoCasa Pizzeria 
207,Camillo Frigeni,@camillo_91·2016年8月27日,2016-08-26,#strangerfriends #authoreans @ Sottocasa Pizzeria - Williamsburg https://instagram.com/p/BJl1ObAAV4TDGgm0dKJdz5OLBNnWLArzrz38cU0/…,,,,fi,SottoCasa Pizzeria 
208,Tito,@salvanto1·2016年8月26日,2016-08-26,aprire una pizzeria sottocasa?,,,,it,SottoCasa Pizzeria 
209,Louise Peres,@louiseperes·2016年8月21日,2016-08-21,"Acaba em  (@ Sottocasa Pizzeria - Williamsburg - @sottocasawburg in Brooklyn, NY) https://swarmapp.com/c/f4TstIGpYG2",,,,fi,SottoCasa Pizzeria 
210,Ms.KnowWhere2Go,@Tastytweets4u·2016年8月18日,2016-08-17,Dinner with the Old Lady Gang!!! Lol @ Sottocasa Pizzeria - Harlem https://instagram.com/p/BJOnmxmhfni/,,,,en,SottoCasa Pizzeria 
211,Ryan Tsou,@ryanctsou·2016年8月16日,2016-08-16,"Happy birthday Connie!!!! (@ Sottocasa Pizzeria - Williamsburg - @sottocasawburg in Brooklyn, NY w/ @baddachang) https://swarmapp.com/c/9BirofLTc3u",,,,en,SottoCasa Pizzeria 
212,Denise Quaglia,@dqinnyc·2016年8月11日,2016-08-10,"Din din w Ardito!!  Mangia #treatmeal (@ Sottocasa Pizzeria - Boerum Hill - @sottocasanyc in Brooklyn, NY) https://swarmapp.com/c/0pGEm99RlU0",,,,it,SottoCasa Pizzeria 
213,Arvin Ong,@Chinoy76·2016年8月4日,2016-08-04,Just posted a photo @ Sottocasa Pizzeria - Williamsburg https://instagram.com/p/BIsmbT3Ba65/,,,,en,SottoCasa Pizzeria 
214,Arvin Ong,@Chinoy76·2016年8月4日,2016-08-04,Just posted a photo @ Sottocasa Pizzeria - Williamsburg https://instagram.com/p/BIsmZRzBOVG/,,,,en,SottoCasa Pizzeria 
215,Arvin Ong,@Chinoy76·2016年8月4日,2016-08-04,Just posted a photo @ Sottocasa Pizzeria - Williamsburg https://instagram.com/p/BIsmXbmBBag/,,,,en,SottoCasa Pizzeria 
216,Sottocasa Harlem Pizzeria,@SottocasaHarlem·2016年8月4日,2016-08-04,https://facebook.com/events/316963398647093/?ti=icl… @ Sottocasa Pizzeria - Harlem https://instagram.com/p/BIq_P5yA7gm/,,,,it,SottoCasa Pizzeria 
217,angelina bruno,@angelinabru·2016年8月1日,2016-08-01,So I love anchovies #roommates #pizzanight @ Sottocasa Pizzeria - Boerum Hill https://instagram.com/p/BIi7gmKBKmr/,,,,en,SottoCasa Pizzeria 
218,pulsd New York City,@pulsdNYC·2016年7月26日,2016-07-26,Celebrate Summer Italiano With Moretti Aperitivo Series At Sottocasa Pizzeria ... http://bit.ly/2a7x6sq,,,,it,SottoCasa Pizzeria 
219,pulsd New York City,@pulsdNYC·2016年7月25日,2016-07-25,Celebrate Summer Italiano With Moretti Aperitivo Series At Sottocasa Pizzeria .. http://bit.ly/2a7x6sq,,,,it,SottoCasa Pizzeria 
220,Rudy Van hoe,@AMarathonMan·2016年7月25日,2016-07-25,"A little bit home @ Harlem  (@ Sottocasa Pizzeria - Harlem - @sottocasaharlem in New York, NY) https://swarmapp.com/c/5dbVVYEykKK",,1,1,en,SottoCasa Pizzeria 
221,Obradi obradah,@bradrick·2016年7月23日,2016-07-23,Local pizza joint getting in on the act. #pokemongo #makeitstop @ Sottocasa Pizzeria - Boerum Hill https://instagram.com/p/BINZeYTgEtr/,,,2,en,SottoCasa Pizzeria 
222,Tricia,@Trisha424·2016年7月22日,2016-07-22,Sottocasa Pizzeria - Williamsburg on #Yelp: My first time in Brooklyn.. I was staying here for Panorama music festi… http://yelp.com/biz/sottocasa-pizzeria-williamsburg-brooklyn?hrid=3xB0MgRiQUm4n8cO87DlZQ&pt=review&ref=twitter&utm_campaign=Review&utm_medium=twitter&utm_source=ishare&v=3…,,,,en,SottoCasa Pizzeria 
223,pulsd New York City,@pulsdNYC·2016年7月21日,2016-07-21,Celebrate Summer Italiano With Moretti Aperitivo Series At Sottocasa Pizzeria . http://bit.ly/2a7x6sq,,,,it,SottoCasa Pizzeria 
224,pulsd New York City,@pulsdNYC·2016年7月18日,2016-07-18,Celebrate Summer Italiano With Moretti Aperitivo Series At Sottocasa Pizzeria... http://bit.ly/2a7x6sq,,,,it,SottoCasa Pizzeria 
225,𝚓𝚘𝚜𝚎,@jose_valerio·2016年7月17日,2016-07-17,"dtm (@ Sottocasa Pizzeria - Boerum Hill - @sottocasanyc in Brooklyn, NY) https://swarmapp.com/c/aUVisV1Bt5D",,,,fi,SottoCasa Pizzeria 
226,pulsd New York City,@pulsdNYC·2016年7月16日,2016-07-15,Celebrate Summer Italiano With Moretti Aperitivo Series At Sottocasa Pizzeria.. http://bit.ly/2a7x6sq,,,,it,SottoCasa Pizzeria 
227,pulsd New York City,@pulsdNYC·2016年7月13日,2016-07-13,Celebrate Summer Italiano With Moretti Aperitivo Series At Sottocasa Pizzeria. http://bit.ly/2a7x6sq,,,,it,SottoCasa Pizzeria 
228,D.,@DealVonHell·2016年7月10日,2016-07-10,"serata di merda, sono tornato prima e sono passato in pizzeria, quella sottocasa",1,,,it,SottoCasa Pizzeria 
229,Casey Nider,@cnajda·2016年7月4日,2016-07-04,Cheers America  #pinkIPA @ Sottocasa Pizzeria - Boerum Hill https://instagram.com/p/BHbDMoEAbLGXQwkVU3-bpYiZrQdlcugfi9KLQs0/…,,,,it,SottoCasa Pizzeria 
230,Jessica Alvarado,@Jalvarado423·2016年7月2日,2016-07-02,I checked in at Sottocasa Pizzeria - Harlem on #Yelp http://yelp.com/biz/sottocasa-pizzeria-harlem-new-york?pt=check_in&ref=twitter&utm_campaign=CheckIn&utm_medium=twitter&utm_source=ishare&v=4b…,,,,en,SottoCasa Pizzeria 
231,J,@JDUBS121·2016年7月2日,2016-07-01,It is raining still (@ Sottocasa Pizzeria- Boerum Hill) on #Yelp http://yelp.com/biz/sottocasa-pizzeria-boerum-hill-brooklyn?pt=check_in&ref=twitter&utm_campaign=CheckIn&utm_medium=twitter&utm_source=ashare&v=4b…,1,,,en,SottoCasa Pizzeria 
232,DONPUSHAFILMS,@DONPUSHAFILMS·2016年6月27日,2016-06-27,Deadass stay the fuck away from me.. @ Sottocasa Pizzeria -… https://instagram.com/p/BHK7v6khOREsDwVIAlox4lJCW9rLwCVs2Kxi0o0/…,,,,en,SottoCasa Pizzeria 
233,Sottocasa Harlem Pizzeria,@SottocasaHarlem·2016年6月27日,2016-06-27,#new_dessert #SottocasaPizzeria #goodmorning #sweet #nice #good_stuff #love_it # #comein #try… https://instagram.com/p/BHKS6pfgNa0/,,,,und,SottoCasa Pizzeria 
234,why is my uterus more regulated than guns,@achixanthem·2016年6月10日,2016-06-10,"Mmmmm, pizza! And they gave me free chocolate, y'all! #pizzatime (@ Sottocasa Pizzeria - Williamsburg) https://swarmapp.com/c/8OobfrN2N4Z",,,,en,SottoCasa Pizzeria 
235,anniee,@iiANNIEExD·2016年6月9日,2016-06-08,"I'm at Sottocasa Pizzeria - Boerum Hill - @sottocasanyc in Brooklyn, NY https://swarmapp.com/c/49EUMT0lX1G",,,,en,SottoCasa Pizzeria 
236,CilentoExperience,@CilentoEx·2016年6月8日,2016-06-08,FREE CHOCOLATE TASTING!!Tomorrow  Wednesday  8th from 7pm to 8pm at Sottocasa Pizzeria - WilliamsburgDirectly... http://fb.me/5B64pJ389,,,1,en,SottoCasa Pizzeria 
237,131 PIZZA,@131_pizza·2016年6月6日,2016-06-06,Sottocasa Pizzeria.http://mvnt.us/m274151,,,,it,SottoCasa Pizzeria 
238,"Taylor Washington, Esq.",@trwashingtonesq·2016年6月3日,2016-06-03,"I'm at Sottocasa Pizzeria - Harlem - @sottocasaharlem in New York, NY https://swarmapp.com/c/lw1CGSV7uRP",,,,en,SottoCasa Pizzeria 
239,Izzy,@Battery_chick·2016年5月25日,2016-05-25,#pizza @ Sottocasa Pizzeria - Boerum Hill https://instagram.com/p/BF2GhPtkqAd/,,,1,it,SottoCasa Pizzeria 
240,Toddchaka,@toddchaka·2016年5月25日,2016-05-25,Sottocasa Pizzeria - Harlem on #Yelp: #scottocasapizzeria in #harlem NYC. http://yelp.com/biz_photos/sottocasa-pizzeria-harlem-new-york?pt=biz_photo&ref=twitter&select=Jw5aakqy2ZL035tlt1N6mw…,,,,en,SottoCasa Pizzeria 
241,Toddchaka,@toddchaka·2016年5月25日,2016-05-25,Enjoying the new Italian #pizzeria in #harlem NYC (@ Sottocasa Pizzeria - Harlem) on #Yelp http://yelp.com/biz/sottocasa-pizzeria-harlem-new-york?pt=check_in&ref=twitter&utm_campaign=CheckIn&utm_medium=twitter&utm_source=ishare&v=4b…,,,,en,SottoCasa Pizzeria 
242,Kristen Lueck,@former_case·2016年5月21日,2016-05-21,On @scottspizzatour in Brooklyn - first slice is up! @ Sottocasa Pizzeria - Boerum Hill https://instagram.com/p/BFrRCfXp8tP/,,,2,en,SottoCasa Pizzeria 
243,Stefania Fratta,@StefaniaFratta·2016年5月16日,2016-05-16,Buonappetito  #pizza #brooklyn #NewYork #AmericanDays @ Sottocasa Pizzeria - Boerum Hill https://instagram.com/p/BFe0r7GGA93/,,,,it,SottoCasa Pizzeria 
244,Biz.,@Markielynda·2016年5月12日,2016-05-12,NUTELLA.  #life #nutellaoverdoze #neededthis @ Sottocasa Pizzeria… https://instagram.com/p/BFSbau7CpEAwK7eQVmQxrJVUxul-_ibvnISWY40/…,,,,it,SottoCasa Pizzeria 
245,Sottocasa Harlem Pizzeria,@SottocasaHarlem·2016年5月8日,2016-05-08,#mothersday #enjoylife #specialday #sottocasa_harlem #real_italian_pizzeria #friends #love… https://instagram.com/p/BFJ5HWSnTi1/,,,,und,SottoCasa Pizzeria 
246,Fred ColBear,@FredColBear·2016年5月8日,2016-05-08,I checked in at Sottocasa Pizzeria - Williamsburg on #Yelp http://yelp.com/biz/sottocasa-pizzeria-williamsburg-brooklyn?pt=check_in&ref=twitter&utm_campaign=CheckIn&utm_medium=twitter&utm_source=ishare&v=4b…,,,,en,SottoCasa Pizzeria 
247,Kiefer the NYC Norwich,@kieferthedog·2016年5月8日,2016-05-08,Sottocasa Pizzeria - 10/10!!!!! Wowza. Come here! It's worth the Brooklyn trek #dysh http://eat.dysh.tech/wNxk/ZqnG2l1ect,,,,en,SottoCasa Pizzeria 
248,Foosball Curation,@babyfootorg·2016年5月5日,2016-05-05,Sottocasa Pizzeria @sottocasawburg https://twitter.com/twitter/status/727938665633202176…,,,,it,SottoCasa Pizzeria 
249,Rashmi Singh,@heyrashmi·2016年5月3日,2016-05-03,"One of my Boerum Hill favorites  (@ Sottocasa Pizzeria - Boerum Hill - @sottocasanyc in Brooklyn, NY) https://swarmapp.com/c/94920L1jIcT",,,,en,SottoCasa Pizzeria 
250,Marni,@marnilynn22·2016年5月1日,2016-05-01,"I'm at Sottocasa Pizzeria - Williamsburg - @sottocasawburg in Brooklyn, NY https://swarmapp.com/c/i80GmCDWg17",,,,en,SottoCasa Pizzeria 
251,Rasheeda,@sweet_sheeda·2016年4月29日,2016-04-29,Finally met LI-LI!  #sheedalovesthekids #babyrattler @ Sottocasa Pizzeria - Harlem https://instagram.com/p/BExOl9rMvcN/,,,,it,SottoCasa Pizzeria 
252,Stephanie Redhead,@stephanidr·2016年4月25日,2016-04-24,"I'm at Sottocasa Pizzeria - Harlem - @sottocasaharlem in New York, NY https://swarmapp.com/c/92X2jvISUMm",,,1,en,SottoCasa Pizzeria 
253,Sottocasa Harlem Pizzeria,@SottocasaHarlem·2016年4月22日,2016-04-22,#wine #italy #today #SottocasaPizzeria #Harlem #good #deal #amazing #quality #only_for_our… https://instagram.com/p/BEhHOlfnTgP/,,,1,und,SottoCasa Pizzeria 
254,#FEEDGOFREE,@G0FREE·2016年4月20日,2016-04-20,"I'm at Sottocasa Pizzeria - Williamsburg - @sottocasawburg in Brooklyn, NY https://swarmapp.com/c/715dkC0zdIV",,,,en,SottoCasa Pizzeria 
255,Sottocasa Harlem Pizzeria,@SottocasaHarlem·2016年4月19日,2016-04-19,#nice_and_warm #spring #bluesky #SottocasaPizzeria #friendly #colorful #peaceful #amazing… https://instagram.com/p/BEXi8vvnThN/,,,,und,SottoCasa Pizzeria 
256,harlemparktopark,@harlempark2park·2016年4月9日,2016-04-09,HP2P member Sottocasa Pizzeria - Harlem is bringing amazing cuisine to Lenox Avenue! Stop by this weekend to... http://fb.me/5kRZ9WmaA,,,,en,SottoCasa Pizzeria 
257,harlemparktopark,@harlempark2park·2016年4月9日,2016-04-09,HP2P's newest member Sottocasa Pizzeria - Harlem has officially opened! Great addition to the neighborhood at 227... http://fb.me/78BaYNKwe,,,,en,SottoCasa Pizzeria 
258,Bill Livingston,@pixnwordz·2016年4月9日,2016-04-09,"The prices are high, but the wine pours are low. (@ Sottocasa Pizzeria - Boerum Hill - @sottocasanyc) https://swarmapp.com/c/fKo2D0BlTsU",,,,en,SottoCasa Pizzeria 
259,Sottocasa Harlem Pizzeria,@SottocasaHarlem·2016年4月8日,2016-04-08,#firstdayof #SottocasaPizzeria #Harlem #friendship #amazing #gift #verygood #friend #good #pizza… https://instagram.com/p/BD8RCcNnTnQ/,,,,und,SottoCasa Pizzeria 
260,harlemparktopark,@harlempark2park·2016年4月8日,2016-04-08,HP2P member Sottocasa Pizzeria - Harlem is bringing amazing cuisine to Lenox Avenue! Stop by this weekend to... http://fb.me/4tyY3pDsY,,,1,en,SottoCasa Pizzeria 
261,harlemparktopark,@harlempark2park·2016年4月8日,2016-04-08,HP2P's newest member Sottocasa Pizzeria - Harlem has opened! Great addition to the neighborhood at 227 Lenox... http://fb.me/4yJKWzqVt,,3,2,en,SottoCasa Pizzeria 
262,Rótulos Marcos,@rotulos_marcos·2016年4月6日,2016-04-06,Resultado de nuestros #rótulos en Pizzería SOTTOCASA (#Mojácar).http://rotulosmarcos.es902 92 93 94 - 968 88 64 22,,,,es,SottoCasa Pizzeria 
263,Sottocasa Harlem Pizzeria,@SottocasaHarlem·2016年4月5日,2016-04-05,#READY #excited #ourfirst #dough #Tuesday #6ofapril #OPENING #SottocasaPizzeria #harlem #… https://instagram.com/p/BD02xVDnTrr/,,,,und,SottoCasa Pizzeria 
264,La Voce di New York,@LaVocediNewYork·2016年3月29日,2016-03-29,Mangia Sano Parla Italiano: al via l'iniziativa congiunta #IACE-pizzeria Sottocasa.#LaVoceNY:http://ow.ly/102L0q,,,,it,SottoCasa Pizzeria 
265,Diego,@DiegoFCJ·2016年3月28日,2016-03-28,"I'm at Sottocasa Pizzeria - Williamsburg - @sottocasawburg in Brooklyn, NY https://swarmapp.com/c/dAI4YgwrXoU",,,,en,SottoCasa Pizzeria 
266,Coach Paul,@paulbkny·2016年3月15日,2016-03-15,Nutella pizza on PI Day. Awesome stuff #nycpizzacrawl @ Sottocasa Pizzeria - Boerum Hill https://instagram.com/p/BC-T1s6FnPV/,,,,it,SottoCasa Pizzeria 
267,cjstephens,@cjstephens·2016年3月15日,2016-03-15,Stop number two on the #PiDayPizzaCrawl : @Sottocasanyc Neapolitan style. @ Sottocasa Pizzeria -… https://instagram.com/p/BC9ZxVXSFke/,1,,,it,SottoCasa Pizzeria 
268,magichatninja,@Magichatninja·2016年3月15日,2016-03-15,Parada numero dos! #pearlizumi #nycpizzacrawl #brooklyn @ Sottocasa Pizzeria - Boerum Hill https://instagram.com/p/BC8_gsJo3nZ/,,,,es,SottoCasa Pizzeria 
269,Mike Chau,@mikejchau·2016年3月13日,2016-03-13,Ripieno @newyorkitalians #sottocasa @ Sottocasa Pizzeria - Williamsburg https://instagram.com/p/BC4Hsq9ipsY/,,,,it,SottoCasa Pizzeria 
270,Mary,@marykatherine38·2016年2月28日,2016-02-28,"Carbs  (@ Sottocasa Pizzeria - Boerum Hill - @sottocasanyc in Brooklyn, NY) https://swarmapp.com/c/fgh4skG0N3Z",,,,it,SottoCasa Pizzeria 
271,New York Italians,@NewYorkItalians·2016年2月16日,2016-02-16,Buonasera!FROM OUR PARTNER Sottocasa Pizzeria - Williamsburg:We are looking for a Pizzaiolo to join our team in... http://fb.me/Sd5un9Wu,,,,en,SottoCasa Pizzeria 
272,billy fields,@de_sauce·2016年2月2日,2016-02-02,So simple. So good. A Menabrea Lager. Never fails. #waitingforpizza @ Sottocasa Pizzeria https://instagram.com/p/BBREpFwucNA/,,,1,en,SottoCasa Pizzeria 
273,Bao Ong,@baohaus·2016年1月19日,2016-01-19,@ Sottocasa Pizzeria https://instagram.com/p/BAtOr9FKcJB/,,,1,it,SottoCasa Pizzeria 
274,Annaleelou,@annaleelou·2016年1月15日,2016-01-15,Nella vita da single esiste una menata peggiore della chiusura per ferie della pizzeria preferita sottocasa?,1,,,it,SottoCasa Pizzeria 
275,Meredith Deliso,@MeredithDeliso·2016年1月2日,2016-01-02,They don't skimp on the prosciutto.  #glutenfree #amnyeats @ Sottocasa Pizzeria https://instagram.com/p/BABackotB1I/,,,1,en,SottoCasa Pizzeria 
276,Throp,@throplife·2015年12月27日,2015-12-27,Great pizza. Good atmosphere. (@ Sottocasa Pizzeria) on #Yelp http://yelp.com/biz/sottocasa-pizzeria-brooklyn?pt=check_in&ref=twitter&utm_campaign=CheckIn&utm_medium=twitter&utm_source=ishare&v=4b…,,,,en,SottoCasa Pizzeria 
277,April is at Sundance,@ReignOfApril·2015年12月27日,2015-12-27,"Dinner. (@ Sottocasa Pizzeria - @sottocasanyc in Brooklyn, NY) https://swarmapp.com/c/hUshLTIGaja",2,,1,it,SottoCasa Pizzeria 
278,Keith R McBride,@keithRmcbride·2015年12月19日,2015-12-19,"I'm at Sottocasa Pizzeria - @sottocasanyc in Brooklyn, NY w/ @ohhkatrina https://swarmapp.com/c/cYfndKXslif",,,,en,SottoCasa Pizzeria 
279,Tavola For Two,@TavolaForTwo·2015年12月11日,2015-12-11,#sneakpeek! A shot of my #holiday #dinnerparty at #sottocasa #pizzeria in #Williamsburg… https://instagram.com/p/_KsvzFFB18/,,,,en,SottoCasa Pizzeria 
280,Antonio Carlo Scacco,@antonioscacc·2015年11月13日,2015-11-13,@SiamolaGente @albe_ @lctr82 @ChecoVenier @vitalbaa ho saputo di una pizzeria sottocasa che è riuscita a piegare Unicredit ... :),1,,1,it,SottoCasa Pizzeria 
281,Ben,@Brantlinger·2015年11月1日,2015-11-01,Pizza tour in Brooklyn yesterday  #eeeeeats @scottspizzatour @ Sottocasa Pizzeria https://instagram.com/p/9jkcD7i4Vp/,1,,1,en,SottoCasa Pizzeria 
282,Jeremy Shapiro,@stirthepots·2015年10月22日,2015-10-22,Autumn pizza #pizzeria @ Sottocasa Williamsburg https://instagram.com/p/9H9NT4HURNU-km8wvwBOK79vq2TVDVbnzn4qs0/…,,1,1,fi,SottoCasa Pizzeria 
283,New York Italians,@NewYorkItalians·2015年10月16日,2015-10-16,"Dear New York Italians,TOMORROW NIGHT WE WILL HAVE A BOARD MEETING at Pizzeria Sottocasa in Williamsburg to... http://fb.me/7LBLyPPNZ",,2,1,en,SottoCasa Pizzeria 
284,Luca Vitiello,@worldtripsluca·2015年10月13日,2015-10-13,La vera pizza a #NewYork si mangia da @SottoCasaNYC  ;) http://viaggiandoconluca.it/dove-mangiare-a-new-york-pizzeria-sottocasa-e-la-storia-di-due-giovani-italiani/… #sottocasa #pizza #pizzeria #worldtripsluca @VivereNewYork,,5,4,it,SottoCasa Pizzeria 
285,Zach Kubin,@zkubin·2015年10月10日,2015-10-10,"I'm at Sottocasa Pizzeria - @sottocasanyc in Brooklyn, NY https://swarmapp.com/c/0iBBVaTs5JW",,,,en,SottoCasa Pizzeria 
286,New York Italians,@NewYorkItalians·2015年9月30日,2015-09-30,"Ciao New York Italians !!!Our  NEWEST Partner SOTTOCASA PIZZERIA WILLIAMSBURG is opening in Williamsburg,... http://fb.me/4bkV5XAe5",,1,1,en,SottoCasa Pizzeria 
287,kim,@whataboutkim·2015年9月28日,2015-09-28,"(@ Sottocasa Pizzeria - @sottocasanyc in Brooklyn, NY) http://4sq.com/1OBuaoa",,,,it,SottoCasa Pizzeria 
288,AALDC,@AtlanticAveLDC·2015年9月25日,2015-09-25,Sottocasa Pizzeria @298 Atlantic Ave donating $ from foosball table @ Atlantic Antic™ to Youth Scholarship Program!,,2,1,en,SottoCasa Pizzeria 
289,VivereNewYork,@VivereNewYork·2015年9月25日,2015-09-25,"“@SCestmoi: @EverythingNYC @VivereNewYork @SottoCasaNYC Laura, è citata Sottocasa Pizzeria!!! ” grazie!!!",,1,2,it,SottoCasa Pizzeria 
290,SoniaB,@SCestmoi·2015年9月24日,2015-09-24,"@EverythingNYC @VivereNewYork @SottoCasaNYC Laura, è citata Sottocasa Pizzeria!!!",1,,1,it,SottoCasa Pizzeria 
291,Brian Cicioni,@brianmayroam·2015年9月20日,2015-09-20,#nutella #travel #writetotravel #nyc #brooklyn #lpinstatakeover @ Sottocasa Pizzeria https://instagram.com/p/73G8uvj_Tf/,,,1,it,SottoCasa Pizzeria 
292,Brian Cicioni,@brianmayroam·2015年9月20日,2015-09-20,#pizza #lpinstatakeover #nyc #travel #writetotravel #brooklyn @ Sottocasa Pizzeria https://instagram.com/p/73EWSGj_bh/,,,1,it,SottoCasa Pizzeria 
293,Damon Gonzalez,@TheyCallMeDaymz·2015年8月15日,2015-08-15,@darbybrownnyc @jnolan1 avishatolani @ Sottocasa Pizzeria https://instagram.com/p/6YuhvVMsgB/,,,,it,SottoCasa Pizzeria 
294,Sarah McCann,@samccann·2015年8月15日,2015-08-15,Just a little bit more upmarket than the 99c a slice pizza places all around  @ Sottocasa Pizzeria https://instagram.com/p/6YsmlUyUu6/,,,,en,SottoCasa Pizzeria 
295,NYC Food Briefly,@NYC_Food_b·2015年8月11日,2015-08-11,Williamsburg Will Get an Outpost of Neapolitan Pizzeria Sottocasahttp://bit.ly/1IhRbaA+1 Lisbeth #NYCDining #FoodNYC,,,,en,SottoCasa Pizzeria 
296,NYC Food Briefly,@NYC_Food_b·2015年8月4日,2015-08-04,Williamsburg Will Get an Outpost of Neapolitan Pizzeria Sottocasahttp://bit.ly/1IhRbaA+1 @micshasan #NYCDining #FoodNYC,,,,en,SottoCasa Pizzeria 
297,NYC Food Briefly,@NYC_Food_b·2015年8月4日,2015-08-04,Williamsburg Will Get an Outpost of Neapolitan Pizzeria Sottocasahttp://bit.ly/1IhRbaA+1 GGibbons #NYCDining #FoodNYC,,,,en,SottoCasa Pizzeria 
298,NYC Food Briefly,@NYC_Food_b·2015年8月4日,2015-08-04,Williamsburg Will Get an Outpost of Neapolitan Pizzeria Sottocasahttp://bit.ly/1IhRe6n+1 GGibbons #NYCDining #FoodNYC,,1,,en,SottoCasa Pizzeria 
299,Brick Top aka Mr. Pulford ,@Eradicator_NYC·2015年8月4日,2015-08-04,Williamsburg Will Get an Outpost of Neapolitan Pizzeria Sottocasa - Eater NY http://ny.eater.com/2015/8/3/9091151/williamsburg-will-get-an-outpost-of-neapolitan-pizzeria-sottocasa…,,,,en,SottoCasa Pizzeria 
300,Roger Harrison,@minorityretort7·2015年8月3日,2015-08-03,Williamsburg Will Get an Outpost of Neapolitan Pizzeria Sottocasa http://ift.tt/1hgc0dC,,,,en,SottoCasa Pizzeria 
301,Meredith Deliso,@MeredithDeliso·2015年8月3日,2015-08-03,Verdure. #glutenfree #amnyeats #pizza @ Sottocasa Pizzeria https://instagram.com/p/55zkXtNBz6/,,,,it,SottoCasa Pizzeria 
302,ANA,@ANAYANG88·2015年8月1日,2015-08-01,"I'm at Sottocasa Pizzeria - @sottocasanyc in Brooklyn, NY https://swarmapp.com/c/kJuZOHnMhci",,1,,en,SottoCasa Pizzeria 
303,CommercialRealEstate,@CREwatch·2015年7月22日,2015-07-22,Sottocasa Pizzeria to open second location http://ow.ly/31IpiQ,,,,it,SottoCasa Pizzeria 
304,Michael W. ,@MichaelWTravels·2015年7月20日,2015-07-20,Tried the Romana @ Sottocasa Pizzeria - http://foodspotting.com/reviews/5495983,,,,it,SottoCasa Pizzeria 
305,Michael W. ,@MichaelWTravels·2015年7月20日,2015-07-19,"I'm at Sottocasa Pizzeria - @sottocasanyc in Brooklyn, NY https://swarmapp.com/c/i7boL7oY3sG",,,,en,SottoCasa Pizzeria 
306,José Kusunoki,@jkusunoki·2015年7月12日,2015-07-12,La gran naranja en la gran manzana @ Sottocasa Pizzeria https://instagram.com/p/5BK7iQMOHH/,,,,es,SottoCasa Pizzeria 
307,Elisa B. Pasino,@ElisaBPasino·2015年7月10日,2015-07-10,"La pizza a Boerum Hill, Brooklyn, si mangia al Sottocasa Pizzeria!@sottocasanyc @viverenewyork… https://instagram.com/p/4-K8jwH6jT/",,1,2,it,SottoCasa Pizzeria 
308,VivereNewYork,@VivereNewYork·2015年6月26日,2015-06-26,"BRAVI!!! #Sottocasa Pizzeria, Brooklyn, NY -- Italian Comfort http://pizzatoday.com/departments/features/sottocasa-pizzeria-brooklyn-ny-italian-comfort/… via @PizzaToday :-)",1,,4,en,SottoCasa Pizzeria 
309,Deadra Rahaman,@DeadraRahaman·2015年6月18日,2015-06-18,"I'm at Sottocasa Pizzeria - @sottocasanyc in Brooklyn, NY https://swarmapp.com/c/840WGytqCdK",,,,en,SottoCasa Pizzeria 
310,SoniaB,@SCestmoi·2015年6月13日,2015-06-13,@VivereNewYork grazieeeee!! verrò a trovarti alla pizzeria Sottocasa,,,1,it,SottoCasa Pizzeria 
311,Bob Durie,@mobob·2015年6月11日,2015-06-11,Wood fired pizza and local Brooklyn Italian pink ipa? Ok! #madewithfaded @ Sottocasa Pizzeria https://instagram.com/p/3xL7lpicpg/,,,,en,SottoCasa Pizzeria 
312,Orders2.me,@Orders2me·2015年6月10日,2015-06-10,"Sottocasa Pizzeria, Brooklyn, NY — Italian Comfort http://buff.ly/1Ia7qGh",,,,it,SottoCasa Pizzeria 
313,Orders2.me,@Orders2me·2015年6月8日,2015-06-08,"Sottocasa Pizzeria, Brooklyn, NY — Italian Comfort http://buff.ly/1JnMnS9",,,,it,SottoCasa Pizzeria 
314,Meredith Deliso,@MeredithDeliso·2015年6月4日,2015-06-04,#seconddinner #amnyeats @ Sottocasa Pizzeria https://instagram.com/p/3fcprtNB-U/,,,,it,SottoCasa Pizzeria 
315,ali watts sise,@alexandra_watts·2015年5月31日,2015-05-31,"I'm at Sottocasa Pizzeria - @sottocasanyc in Brooklyn, NY https://swarmapp.com/c/gKbdrJGwuxh",,,,en,SottoCasa Pizzeria 
316,Pi_chi?_io,@andrea_picchio·2015年5月10日,2015-05-10,"Accudirsi è la pizzeria sottocasa che t'ignora per 15 min. e tu, superbo e indomito, vai a giocarti la vita al all-you-can-eat giappocino.",,,2,it,SottoCasa Pizzeria 
317,Webb Travis,@WebbTravisPT·2015年4月18日,2015-04-18,Food porn #brooklyn #pizza #cheatmeal @ Sottocasa Pizzeria https://instagram.com/p/1mMkLzgxmk/,,,,it,SottoCasa Pizzeria 
